"Timestamp";"P_predicted";"Price";"PriceLuminusBuy";"EstSOC";"EstUsage";"EstPowerBalance";"ChargeBattFromGrid"
"28/11/2025 08:00:00";"0";"106,4";"0,256416332";"89,6";"650";"-650";"False"
"28/11/2025 08:15:00";"0";"101,73";"0,25137702840000004";"87,98";"650";"-650";"False"
"28/11/2025 08:30:00";"0";"103,18";"0,2529416944";"86,35";"650";"-650";"False"
"28/11/2025 08:45:00";"0";"100,01";"0,2495210108";"84,72";"650";"-650";"False"
"28/11/2025 09:00:00";"0";"117,06";"0,2679193248";"82,68";"820";"-820";"False"
"28/11/2025 09:15:00";"29";"104,26";"0,2541071008";"80,7";"820";"-791";"False"
"28/11/2025 09:30:00";"51";"101,21";"0,2508159068";"78,77";"820";"-769";"False"
"28/11/2025 09:45:00";"61";"94,89";"0,24399612120000003";"76,88";"820";"-759";"False"
"28/11/2025 10:00:00";"192";"102,96";"0,25270429680000006";"75,23";"850";"-658";"False"
"28/11/2025 10:15:00";"213";"95,83";"0,2450104564";"73,64";"850";"-637";"False"
"28/11/2025 10:30:00";"239";"95,33";"0,24447091640000002";"72,11";"850";"-611";"False"
"28/11/2025 10:45:00";"273";"92,65";"0,24157898200000003";"70,67";"850";"-577";"False"
"28/11/2025 11:00:00";"82";"99,91";"0,2494131028";"68,57";"920";"-838";"False"
"28/11/2025 11:15:00";"85";"100";"0,24951022000000003";"66,49";"920";"-835";"False"
"28/11/2025 11:30:00";"79";"101,41";"0,2510317228";"64,38";"920";"-841";"False"
"28/11/2025 11:45:00";"70";"99,99";"0,2494994292";"62,26";"920";"-850";"False"
"28/11/2025 12:00:00";"422";"92,11";"0,2409962788";"61,06";"900";"-478";"False"
"28/11/2025 12:15:00";"432";"91,35";"0,240176178";"59,9";"900";"-468";"False"
"28/11/2025 12:30:00";"439";"97,7";"0,24702833600000004";"58,74";"900";"-461";"False"
"28/11/2025 12:45:00";"438";"97,5";"0,24681252";"57,59";"900";"-462";"False"
"28/11/2025 13:00:00";"433";"93,22";"0,24219405760000004";"56,42";"900";"-467";"False"
"28/11/2025 13:15:00";"414";"94,5";"0,24357528";"55,2";"900";"-486";"False"
"28/11/2025 13:30:00";"379";"94,68";"0,24376951440000003";"53,9";"900";"-521";"False"
"28/11/2025 13:45:00";"344";"93,29";"0,24226959320000005";"52,51";"900";"-556";"False"
"28/11/2025 14:00:00";"88";"81,02";"0,2290292816";"50,73";"800";"-712";"True"
"28/11/2025 14:15:00";"98";"82,63";"0,2307666004";"48,98";"800";"-702";"True"
"28/11/2025 14:30:00";"88";"88,26";"0,23684182080000005";"47,2";"800";"-712";"False"
"28/11/2025 14:45:00";"50";"92,78";"0,24171926240000005";"45,32";"800";"-750";"False"
"28/11/2025 15:00:00";"57";"87,41";"0,23592460280000002";"43,82";"660";"-603";"False"
"28/11/2025 15:15:00";"59";"85";"0,23332402000000002";"42,31";"660";"-601";"True"
"28/11/2025 15:30:00";"48";"91,71";"0,2405646468";"40,78";"660";"-612";"False"
"28/11/2025 15:45:00";"30";"91,15";"0,23996036200000004";"39,21";"660";"-630";"False"
"28/11/2025 16:00:00";"0";"86,77";"0,2352339916";"37,71";"600";"-600";"True"
"28/11/2025 16:15:00";"0";"90,13";"0,2388597004";"36,21";"600";"-600";"False"
"28/11/2025 16:30:00";"0";"87,21";"0,2357087868";"34,71";"600";"-600";"False"
"28/11/2025 16:45:00";"0";"93,09";"0,24205377720000001";"33,21";"600";"-600";"False"
"28/11/2025 17:00:00";"0";"82,64";"0,2307773912";"30,83";"950";"-950";"True"
"28/11/2025 17:15:00";"0";"93,06";"0,2420214048";"28,46";"950";"-950";"False"
"28/11/2025 17:30:00";"0";"96,11";"0,2453125988";"26,08";"950";"-950";"False"
"28/11/2025 17:45:00";"0";"96,29";"0,2455068332";"23,71";"950";"-950";"False"
"28/11/2025 18:00:00";"0";"100,94";"0,2505245552";"21,71";"800";"-800";"False"
"28/11/2025 18:15:00";"0";"95,41";"0,24455724280000002";"19,71";"800";"-800";"False"
"28/11/2025 18:30:00";"0";"98,49";"0,2478808092";"17,71";"800";"-800";"False"
"28/11/2025 18:45:00";"0";"94,35";"0,243413418";"15,71";"800";"-800";"False"
"28/11/2025 19:00:00";"0";"103,5";"0,253287";"13,58";"850";"-850";"False"
"28/11/2025 19:15:00";"0";"95,78";"0,24495650239999997";"11,46";"850";"-850";"False"
"28/11/2025 19:30:00";"0";"91,36";"0,2401869688";"9,33";"850";"-850";"False"
"28/11/2025 19:45:00";"0";"82,31";"0,2304212948";"7,21";"850";"-850";"True"
"28/11/2025 20:00:00";"0";"101,79";"0,2514417732";"4,91";"920";"-920";"False"
"28/11/2025 20:15:00";"0";"86,98";"0,2354605984";"4";"920";"-920";"False"
"28/11/2025 20:30:00";"0";"83,8";"0,23202912400000003";"4";"920";"-920";"True"
"28/11/2025 20:45:00";"0";"76,1";"0,223720208";"4";"920";"-920";"True"
"28/11/2025 21:00:00";"0";"89,99";"0,23870862919999997";"4";"850";"-850";"False"
"28/11/2025 21:15:00";"0";"88,01";"0,23657205080000004";"4";"850";"-850";"False"
"28/11/2025 21:30:00";"0";"84,73";"0,23303266840000003";"4";"850";"-850";"True"
"28/11/2025 21:45:00";"0";"73,92";"0,2213678136";"4";"850";"-850";"True"
"28/11/2025 22:00:00";"0";"90,41";"0,23916184280000002";"4";"700";"-700";"False"
"28/11/2025 22:15:00";"0";"84,33";"0,23260103640000004";"4";"700";"-700";"True"
"28/11/2025 22:30:00";"0";"87,54";"0,23606488320000005";"4";"700";"-700";"False"
"28/11/2025 22:45:00";"0";"76,44";"0,2240870952";"4";"700";"-700";"True"
"28/11/2025 23:00:00";"0";"85";"0,23332402000000002";"4";"600";"-600";"True"
"28/11/2025 23:15:00";"0";"76,8";"0,22447556400000002";"4";"600";"-600";"True"
"28/11/2025 23:30:00";"0";"75,38";"0,2229432704";"4";"600";"-600";"True"
"28/11/2025 23:45:00";"0";"71,52";"0,2187780216";"4";"600";"-600";"True"
"29/11/2025 00:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 00:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 00:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 00:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 01:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 01:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 01:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 01:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 02:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 02:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 02:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 02:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 03:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 03:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 03:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 03:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 04:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 04:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 04:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 04:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 05:00:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 05:15:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 05:30:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 05:45:00";"0";;"0,14160222000000003";"4";"550";"-550";"True"
"29/11/2025 06:00:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 06:15:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 06:30:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 06:45:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 07:00:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 07:15:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 07:30:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 07:45:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 08:00:00";"0";;"0,14160222000000003";"4";"650";"-650";"True"
"29/11/2025 08:15:00";"0";;"0,14160222000000003";"4";"650";"-650";"True"
"29/11/2025 08:30:00";"5";;"0,14160222000000003";"4";"650";"-645";"True"
"29/11/2025 08:45:00";"47";;"0,14160222000000003";"4";"650";"-603";"True"
"29/11/2025 09:00:00";"64";;"0,14160222000000003";"4";"820";"-756";"True"
"29/11/2025 09:15:00";"110";;"0,14160222000000003";"4";"820";"-710";"True"
"29/11/2025 09:30:00";"148";;"0,14160222000000003";"4";"820";"-672";"True"
"29/11/2025 09:45:00";"180";;"0,14160222000000003";"4";"820";"-640";"True"
"29/11/2025 10:00:00";"239";;"0,14160222000000003";"4";"850";"-611";"True"
"29/11/2025 10:15:00";"265";;"0,14160222000000003";"4";"850";"-585";"True"
"29/11/2025 10:30:00";"296";;"0,14160222000000003";"4";"850";"-554";"True"
"29/11/2025 10:45:00";"354";;"0,14160222000000003";"4";"850";"-496";"True"
"29/11/2025 11:00:00";"404";;"0,14160222000000003";"4";"920";"-516";"True"
"29/11/2025 11:15:00";"437";;"0,14160222000000003";"4";"920";"-483";"True"
"29/11/2025 11:30:00";"473";;"0,14160222000000003";"4";"920";"-447";"True"
"29/11/2025 11:45:00";"504";;"0,14160222000000003";"4";"920";"-416";"True"
"29/11/2025 12:00:00";"522";;"0,14160222000000003";"4";"900";"-378";"True"
"29/11/2025 12:15:00";"546";;"0,14160222000000003";"4";"900";"-354";"True"
"29/11/2025 12:30:00";"561";;"0,14160222000000003";"4";"900";"-339";"True"
"29/11/2025 12:45:00";"570";;"0,14160222000000003";"4";"900";"-330";"True"
"29/11/2025 13:00:00";"577";;"0,14160222000000003";"4";"900";"-323";"True"
"29/11/2025 13:15:00";"554";;"0,14160222000000003";"4";"900";"-346";"True"
"29/11/2025 13:30:00";"527";;"0,14160222000000003";"4";"900";"-373";"True"
"29/11/2025 13:45:00";"495";;"0,14160222000000003";"4";"900";"-405";"True"
"29/11/2025 14:00:00";"462";;"0,14160222000000003";"4";"800";"-338";"True"
"29/11/2025 14:15:00";"400";;"0,14160222000000003";"4";"800";"-400";"True"
"29/11/2025 14:30:00";"335";;"0,14160222000000003";"4";"800";"-465";"True"
"29/11/2025 14:45:00";"292";;"0,14160222000000003";"4";"800";"-508";"True"
"29/11/2025 15:00:00";"262";;"0,14160222000000003";"4";"660";"-398";"True"
"29/11/2025 15:15:00";"224";;"0,14160222000000003";"4";"660";"-436";"True"
"29/11/2025 15:30:00";"196";;"0,14160222000000003";"4";"660";"-464";"True"
"29/11/2025 15:45:00";"155";;"0,14160222000000003";"4";"660";"-505";"True"
"29/11/2025 16:00:00";"119";;"0,14160222000000003";"4";"600";"-481";"True"
"29/11/2025 16:15:00";"77";;"0,14160222000000003";"4";"600";"-523";"True"
"29/11/2025 16:30:00";"12";;"0,14160222000000003";"4";"600";"-588";"True"
"29/11/2025 16:45:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 17:00:00";"0";;"0,14160222000000003";"4";"950";"-950";"True"
"29/11/2025 17:15:00";"0";;"0,14160222000000003";"4";"950";"-950";"True"
"29/11/2025 17:30:00";"0";;"0,14160222000000003";"4";"950";"-950";"True"
"29/11/2025 17:45:00";"0";;"0,14160222000000003";"4";"950";"-950";"True"
"29/11/2025 18:00:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 18:15:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 18:30:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 18:45:00";"0";;"0,14160222000000003";"4";"800";"-800";"True"
"29/11/2025 19:00:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 19:15:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 19:30:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 19:45:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 20:00:00";"0";;"0,14160222000000003";"4";"920";"-920";"True"
"29/11/2025 20:15:00";"0";;"0,14160222000000003";"4";"920";"-920";"True"
"29/11/2025 20:30:00";"0";;"0,14160222000000003";"4";"920";"-920";"True"
"29/11/2025 20:45:00";"0";;"0,14160222000000003";"4";"920";"-920";"True"
"29/11/2025 21:00:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 21:15:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 21:30:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 21:45:00";"0";;"0,14160222000000003";"4";"850";"-850";"True"
"29/11/2025 22:00:00";"0";;"0,14160222000000003";"4";"700";"-700";"True"
"29/11/2025 22:15:00";"0";;"0,14160222000000003";"4";"700";"-700";"True"
"29/11/2025 22:30:00";"0";;"0,14160222000000003";"4";"700";"-700";"True"
"29/11/2025 22:45:00";"0";;"0,14160222000000003";"4";"700";"-700";"True"
"29/11/2025 23:00:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 23:15:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 23:30:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
"29/11/2025 23:45:00";"0";;"0,14160222000000003";"4";"600";"-600";"True"
